297.3,298,299.5,305.6,308.2
294.7,293.9,295.9,302.6,306.7
286,286.3,289.1,296.7,297.3
275.7,277.1,280.6,288.5,291.1
264.7,266.9,270.7,278.9,279.9
253.9,256.7,260.3,267.6,268.9
243.5,246.8,250.4,257.1,255.9
232.8,236.9,240.9,248.1,245.7
219.9,225.2,230.1,239.3,235.8
199.7,206.1,211.9,223.1,218.1
242,241.9,241.4,246.1,255.2
246.5,251.8,261.3,269.4,278
239.2,247.2,259.5,265.7,270.2
214.6,214.1,215.8,212.8,221
172.6,153.1,115.7,53.52,107.6
175.6,154.6,115.9,87.85,126.1
218.6,218.5,221,233,216.5
240.4,246.6,260,257.3,255.2
241.1,243,251.4,241.3,244.1
230.8,228,217.4,226.8,188.3
230.8,228.1,218.3,204.5,221.4
241.1,243.1,253,256.3,242.3
240.4,246.7,260.7,267.6,219.3
218.7,218.8,221.4,214.1,209.9
175.6,155,116.2,51.89,76.76
172.5,153,115.8,87.67,95.69
214.5,213.9,215.7,223.7,195.2
239.1,247.1,259.2,256.1,258.4
246.5,251.8,260.8,269.6,265.8
242,241.8,241.6,262.4,245.7
199.7,206.1,211.7,218.8,218.7
219.9,225.2,229.9,236.1,237.2
232.8,236.9,240.8,246,247.9
243.5,246.8,250.3,256,259.1
253.9,256.7,260.3,267.3,271
264.7,267,270.8,278.2,281.6
275.7,277.1,280.8,288.1,292.2
286,286.3,289.3,295.7,298.6
294.7,293.9,296.1,300.6,303.8
297.3,298,299.6,302.9,305.5
