254.4510227,253.1049807,254.2549764,252.6895315,253.1784568,253.5505045,253.6424666,253.6036433,253.5844866,253.6255053
256.3447281,256.555358,256.3505814,254.912086,255.253478,255.4378081,255.6125469,255.4743172,255.2898638,255.4931437
256.7278162,257.4492374,256.6089736,255.644838,255.9099035,256.0008685,256.1916937,256.0395782,255.8692761,256.0597331
255.8009572,256.4611233,256.3237986,255.0956951,255.6505727,255.3299792,255.4995837,255.3758881,255.1851003,255.3983755
253.1463525,253.3035523,253.774072,252.8719338,253.3892359,252.9842245,253.1022708,253.0396982,252.8060581,253.0649694
248.1426827,247.281585,249.5410487,248.4154703,248.3278948,248.3723023,248.3980677,248.439996,248.1013291,248.4687015
239.9996031,237.0397038,242.0247996,241.042054,240.3198993,240.7720211,240.6131397,240.8564135,240.7651697,240.8898942
227.6481392,227.6242943,230.9196615,229.8632397,228.3411274,229.2375568,228.6010784,229.3470003,229.336873,229.3881044
209.4296102,210.0474873,214.848702,213.5393336,210.9167911,212.3326043,211.7586317,212.4842625,212.1266628,212.5394874
182.1925043,175.1943214,190.4144452,189.3018085,185.0773627,187.1198436,185.4405221,187.3600553,186.6682144,187.4482585
233.1491171,236.4605621,234.1897551,233.342922,234.0313649,233.3967811,233.2877047,233.4812468,233.6597198,233.5163638
246.1817342,247.8438362,245.5714371,245.5451059,246.3464531,245.8220059,245.8043248,245.8771369,245.775809,245.9020572
253.2280909,253.2238522,252.7629471,252.16982,253.1835034,252.5463662,252.5708315,252.5896674,252.520299,252.6109964
256.7759042,255.8638547,256.3593478,255.5766611,256.2188682,255.9908403,256.0327389,256.0301712,255.9566822,256.0503834
257.5414836,256.9669825,257.0006454,256.3568215,256.5497029,256.763325,256.8093297,256.8021556,256.7309125,256.8222181
255.6628801,255.3122017,255.6729742,254.6017244,254.6379104,254.9623285,255.0107795,255.0027389,254.9447828,255.0231569
251.0039843,251.0045143,250.6089948,250.1692983,249.9109131,250.4481261,250.5102948,250.4922638,250.5819472,250.5135578
243.1814988,244.9990017,243.7782385,242.6931334,242.0617315,242.8579994,242.9513441,242.9094095,242.9859787,242.9325357
231.4221441,233.8519737,231.6342482,231.4334156,230.3300374,231.4791544,232.2337213,231.5465215,231.5126643,231.5739795
214.141393,218.7633833,216.4139344,214.8030424,213.171469,214.8904263,215.8372776,215.0156843,215.0045977,215.0594027
214.1420186,213.3481545,210.3905967,214.8935843,215.7140647,214.8903593,215.0082673,215.0164213,215.4417956,215.0619925
231.4226353,233.41299,230.4796862,231.5184022,232.0566813,231.4791244,231.6370571,231.5472042,231.5006011,231.576305
243.1818677,244.6643576,242.1812779,242.7675775,243.6392971,242.857992,243.0607672,242.9099739,242.7996747,242.9344186
251.0042402,250.5874778,251.0733381,250.2308849,251.1313164,250.448128,250.7010423,250.4926659,250.3582635,250.5148705
255.6630286,255.9603681,255.4325635,254.648804,254.9369567,254.9623298,255.2592392,255.0029506,254.8693026,255.0238203
257.5415271,257.9612751,257.8273851,256.3877867,256.5317099,256.7633209,257.0905266,256.8021664,256.6681795,256.8222067
256.7758422,256.6747567,256.930962,255.5896811,255.584434,255.9908312,256.3169463,256.0299886,256.0062236,256.049727
253.2279191,254.2488125,253.4018722,252.1627546,251.9928581,252.5463579,252.7389572,252.5893151,252.668943,252.6097738
246.1814424,249.586663,246.6766085,245.5154919,245.0969745,245.8220089,246.3419507,245.8766502,245.9393704,245.9003799
233.1486824,236.2717537,231.7782984,233.287465,232.3766446,233.3968116,234.2497372,233.4806654,233.7460444,233.5143393
182.1931342,174.2656371,178.5119878,189.2174703,190.3158251,187.119758,185.3247429,187.3609531,189.3934804,187.4518058
209.4300943,209.3168091,207.2479105,213.4767464,214.5477638,212.3325613,211.4748429,212.4851455,213.1631496,212.5428013
227.6485027,227.1306955,226.23207,229.8245241,231.4479248,229.2375463,228.8454765,229.3477879,229.6605632,229.3909822
239.9998646,236.7846791,239.6116151,241.0226779,241.8622273,240.7720304,240.6550756,240.8570549,240.9932617,240.8922048
248.1428564,247.193605,247.4874488,248.409445,248.0340702,248.3723195,248.434459,248.4404642,248.5260517,248.4703804
253.1464497,253.3101818,253.3725416,252.8734676,252.6934678,252.9842415,253.1658108,253.0399878,253.173984,253.0660157
255.8009878,256.4882473,255.230188,255.0995764,255.0004175,255.3299922,255.5872228,255.3760132,255.4635911,255.3988449
256.7277883,257.4600266,256.8117309,255.646414,255.6889735,256.0008777,256.2958768,256.0395666,256.022034,256.059723
256.3446471,256.5248627,255.2654784,254.9071548,255.1806475,255.4378161,255.9289157,255.4742032,255.4395066,255.4927694
254.450887,252.9671543,253.0004753,252.6746723,253.2965012,253.5505155,254.1446888,253.603457,253.5809824,253.6248616
